Date,Sessions,PageViews,UniqueVisitors,BounceRate,AvgSessionDuration,Device,Source
2024-01-07,88,339,76,0.542,226,Desktop,Paid
2024-01-07,70,271,60,0.542,226,Desktop,Direct
2024-01-07,52,203,45,0.542,226,Desktop,Social
2024-01-07,17,67,15,0.542,226,Desktop,Email
2024-01-07,180,803,136,0.551,111,Mobile,Organic
2024-01-07,129,573,97,0.551,111,Mobile,Paid
2024-01-07,103,459,78,0.551,111,Mobile,Direct
2024-01-07,77,344,58,0.551,111,Mobile,Social
2024-01-07,25,114,19,0.551,111,Mobile,Email
2024-01-07,33,103,28,0.58,202,Tablet,Organic
2024-01-07,24,74,20,0.58,202,Tablet,Paid
2024-01-07,19,59,16,0.58,202,Tablet,Direct
2024-01-07,14,44,12,0.58,202,Tablet,Social
2024-01-07,4,14,4,0.58,202,Tablet,Email
2024-01-08,110,325,80,0.593,269,Desktop,Organic
2024-01-08,79,232,57,0.593,269,Desktop,Paid
2024-01-08,63,186,46,0.593,269,Desktop,Direct
2024-01-08,47,139,34,0.593,269,Desktop,Social
2024-01-08,15,46,11,0.593,269,Desktop,Email
2024-01-08,199,683,165,0.623,170,Mobile,Organic
2024-01-08,142,488,118,0.623,170,Mobile,Paid
2024-01-08,113,390,94,0.623,170,Mobile,Direct
2024-01-08,85,292,71,0.623,170,Mobile,Social
2024-01-08,28,97,23,0.623,170,Mobile,Email
2024-01-08,31,139,22,0.517,146,Tablet,Organic
2024-01-08,22,99,15,0.517,146,Tablet,Paid
2024-01-08,18,79,12,0.517,146,Tablet,Direct
2024-01-08,13,59,9,0.517,146,Tablet,Social
2024-01-08,4,19,3,0.517,146,Tablet,Email
2024-01-09,102,430,86,0.583,247,Desktop,Organic
2024-01-09,73,307,62,0.583,247,Desktop,Paid
2024-01-09,58,246,49,0.583,247,Desktop,Direct
2024-01-09,43,184,37,0.583,247,Desktop,Social
2024-01-09,14,61,12,0.583,247,Desktop,Email
2024-01-09,145,460,112,0.632,118,Mobile,Organic
2024-01-09,104,329,80,0.632,118,Mobile,Paid
2024-01-09,83,263,64,0.632,118,Mobile,Direct
2024-01-09,62,197,48,0.632,118,Mobile,Social
2024-01-09,20,65,16,0.632,118,Mobile,Email
2024-01-09,24,62,21,0.583,237,Tablet,Organic
2024-01-09,17,44,15,0.583,237,Tablet,Paid
2024-01-09,14,35,12,0.583,237,Tablet,Direct
2024-01-09,10,26,9,0.583,237,Tablet,Social
2024-01-09,3,8,3,0.583,237,Tablet,Email
2024-01-10,109,482,77,0.48,239,Desktop,Organic
2024-01-10,78,344,55,0.48,239,Desktop,Paid
2024-01-10,62,275,44,0.48,239,Desktop,Direct
2024-01-10,47,206,33,0.48,239,Desktop,Social
2024-01-10,15,68,11,0.48,239,Desktop,Email
2024-01-10,196,604,142,0.588,173,Mobile,Organic
2024-01-10,140,431,101,0.588,173,Mobile,Paid
2024-01-10,112,345,81,0.588,173,Mobile,Direct
2024-01-10,84,259,60,0.588,173,Mobile,Social
2024-01-10,28,86,20,0.588,173,Mobile,Email
2024-01-10,34,143,30,0.559,172,Tablet,Organic
2024-01-10,24,102,21,0.559,172,Tablet,Paid
2024-01-10,19,81,17,0.559,172,Tablet,Direct
2024-01-10,14,61,13,0.559,172,Tablet,Social
2024-01-10,4,20,4,0.559,172,Tablet,Email
2024-01-11,125,465,109,0.449,231,Desktop,Organic
2024-01-11,90,332,78,0.449,231,Desktop,Paid
2024-01-11,72,265,62,0.449,231,Desktop,Direct
2024-01-11,54,199,47,0.449,231,Desktop,Social
2024-01-11,18,66,15,0.449,231,Desktop,Email
2024-01-11,177,674,136,0.619,122,Mobile,Organic
2024-01-11,127,482,97,0.619,122,Mobile,Paid
2024-01-11,101,385,77,0.619,122,Mobile,Direct
2024-01-11,76,289,58,0.619,122,Mobile,Social
2024-01-11,25,96,19,0.619,122,Mobile,Email
2024-01-11,35,142,28,0.601,203,Tablet,Organic
2024-01-11,25,101,20,0.601,203,Tablet,Paid
2024-01-11,20,81,16,0.601,203,Tablet,Direct
2024-01-11,15,60,12,0.601,203,Tablet,Social
2024-01-11,5,20,4,0.601,203,Tablet,Email
2024-01-12,157,671,118,0.467,188,Desktop,Organic
2024-01-12,112,479,84,0.467,188,Desktop,Paid
2024-01-12,90,383,67,0.467,188,Desktop,Direct
2024-01-12,67,287,50,0.467,188,Desktop,Social
2024-01-12,22,95,16,0.467,188,Desktop,Email
2024-01-12,289,985,213,0.703,112,Mobile,Organic
2024-01-12,206,703,152,0.703,112,Mobile,Paid
2024-01-12,165,563,122,0.703,112,Mobile,Direct
2024-01-12,123,422,91,0.703,112,Mobile,Social
2024-01-12,41,140,30,0.703,112,Mobile,Email
2024-01-12,51,183,36,0.463,239,Tablet,Organic
2024-01-12,36,130,25,0.463,239,Tablet,Paid
2024-01-12,29,104,20,0.463,239,Tablet,Direct
2024-01-12,22,78,15,0.463,239,Tablet,Social
2024-01-12,7,26,5,0.463,239,Tablet,Email
2024-01-13,121,369,103,0.479,261,Desktop,Organic
2024-01-13,87,264,74,0.479,261,Desktop,Paid
2024-01-13,69,211,59,0.479,261,Desktop,Direct
2024-01-13,52,158,44,0.479,261,Desktop,Social
2024-01-13,17,52,14,0.479,261,Desktop,Email
2024-01-13,186,521,156,0.733,159,Mobile,Organic
2024-01-13,133,372,111,0.733,159,Mobile,Paid
2024-01-13,106,298,89,0.733,159,Mobile,Direct
2024-01-13,79,223,67,0.733,159,Mobile,Social
2024-01-13,26,74,22,0.733,159,Mobile,Email
2024-01-13,35,144,25,0.585,151,Tablet,Organic
2024-01-13,25,103,18,0.585,151,Tablet,Paid
2024-01-13,20,82,14,0.585,151,Tablet,Direct
2024-01-13,15,61,10,0.585,151,Tablet,Social
2024-01-13,5,20,3,0.585,151,Tablet,Email
2024-01-14,173,609,155,0.4,212,Desktop,Organic
2024-01-14,123,435,110,0.4,212,Desktop,Paid
2024-01-14,99,348,88,0.4,212,Desktop,Direct
2024-01-14,74,261,66,0.4,212,Desktop,Social
2024-01-14,24,87,22,0.4,212,Desktop,Email
2024-01-14,269,764,227,0.564,140,Mobile,Organic
2024-01-14,192,545,162,0.564,140,Mobile,Paid
2024-01-14,154,436,129,0.564,140,Mobile,Direct
2024-01-14,115,327,97,0.564,140,Mobile,Social
2024-01-14,38,109,32,0.564,140,Mobile,Email
2024-01-14,44,181,36,0.626,198,Tablet,Organic
2024-01-14,32,129,25,0.626,198,Tablet,Paid
2024-01-14,25,103,20,0.626,198,Tablet,Direct
2024-01-14,19,77,15,0.626,198,Tablet,Social
2024-01-14,6,25,5,0.626,198,Tablet,Email
2024-01-15,128,464,109,0.573,267,Desktop,Organic
2024-01-15,92,331,78,0.573,267,Desktop,Paid
2024-01-15,73,265,62,0.573,267,Desktop,Direct
2024-01-15,55,199,46,0.573,267,Desktop,Social
2024-01-15,18,66,15,0.573,267,Desktop,Email
2024-01-15,194,532,141,0.63,99,Mobile,Organic
2024-01-15,138,380,100,0.63,99,Mobile,Paid
2024-01-15,111,304,80,0.63,99,Mobile,Direct
2024-01-15,83,228,60,0.63,99,Mobile,Social
2024-01-15,27,76,20,0.63,99,Mobile,Email
2024-01-15,35,130,24,0.453,222,Tablet,Organic
2024-01-15,25,93,17,0.453,222,Tablet,Paid
2024-01-15,20,74,14,0.453,222,Tablet,Direct
2024-01-15,15,55,10,0.453,222,Tablet,Social
2024-01-15,5,18,3,0.453,222,Tablet,Email
2024-01-16,118,501,90,0.531,298,Desktop,Organic
2024-01-16,84,358,64,0.531,298,Desktop,Paid
2024-01-16,67,286,51,0.531,298,Desktop,Direct
2024-01-16,50,215,38,0.531,298,Desktop,Social
2024-01-16,16,71,12,0.531,298,Desktop,Email
2024-01-16,165,454,116,0.593,154,Mobile,Organic
2024-01-16,118,324,83,0.593,154,Mobile,Paid
2024-01-16,94,259,66,0.593,154,Mobile,Direct
2024-01-16,71,194,49,0.593,154,Mobile,Social
2024-01-16,23,64,16,0.593,154,Mobile,Email
2024-01-16,29,133,23,0.598,203,Tablet,Organic
2024-01-16,21,95,17,0.598,203,Tablet,Paid
2024-01-16,17,76,13,0.598,203,Tablet,Direct
2024-01-16,12,57,10,0.598,203,Tablet,Social
2024-01-16,4,19,3,0.598,203,Tablet,Email
2024-01-17,138,544,106,0.528,266,Desktop,Organic
2024-01-17,99,389,76,0.528,266,Desktop,Paid
2024-01-17,79,311,60,0.528,266,Desktop,Direct
2024-01-17,59,233,45,0.528,266,Desktop,Social
2024-01-17,19,77,15,0.528,266,Desktop,Email
2024-01-17,205,846,168,0.558,106,Mobile,Organic
2024-01-17,146,604,120,0.558,106,Mobile,Paid
2024-01-17,117,483,96,0.558,106,Mobile,Direct
2024-01-17,88,362,72,0.558,106,Mobile,Social
2024-01-17,29,120,24,0.558,106,Mobile,Email
2024-01-17,33,98,23,0.532,169,Tablet,Organic
2024-01-17,23,70,16,0.532,169,Tablet,Paid
2024-01-17,19,56,13,0.532,169,Tablet,Direct
2024-01-17,14,42,10,0.532,169,Tablet,Social
2024-01-17,4,14,3,0.532,169,Tablet,Email
2024-01-18,82,310,60,0.591,214,Desktop,Organic
2024-01-18,58,221,43,0.591,214,Desktop,Paid
2024-01-18,47,177,34,0.591,214,Desktop,Direct
2024-01-18,35,132,25,0.591,214,Desktop,Social
2024-01-18,11,44,8,0.591,214,Desktop,Email
2024-01-18,137,468,108,0.602,135,Mobile,Organic
2024-01-18,98,334,77,0.602,135,Mobile,Paid
2024-01-18,78,267,61,0.602,135,Mobile,Direct
2024-01-18,59,200,46,0.602,135,Mobile,Social
2024-01-18,19,66,15,0.602,135,Mobile,Email
2024-01-18,23,90,19,0.563,223,Tablet,Organic
2024-01-18,16,64,14,0.563,223,Tablet,Paid
2024-01-18,13,51,11,0.563,223,Tablet,Direct
2024-01-18,10,38,8,0.563,223,Tablet,Social
2024-01-18,3,12,2,0.563,223,Tablet,Email
2024-01-19,128,528,105,0.565,274,Desktop,Organic
2024-01-19,91,377,75,0.565,274,Desktop,Paid
2024-01-19,73,302,60,0.565,274,Desktop,Direct
2024-01-19,55,226,45,0.565,274,Desktop,Social
2024-01-19,18,75,15,0.565,274,Desktop,Email
2024-01-19,194,835,163,0.67,166,Mobile,Organic
2024-01-19,138,597,117,0.67,166,Mobile,Paid
2024-01-19,111,477,93,0.67,166,Mobile,Direct
2024-01-19,83,358,70,0.67,166,Mobile,Social
2024-01-19,27,119,23,0.67,166,Mobile,Email
2024-01-19,36,152,26,0.499,129,Tablet,Organic
2024-01-19,25,108,18,0.499,129,Tablet,Paid
2024-01-19,20,87,15,0.499,129,Tablet,Direct
2024-01-19,15,65,11,0.499,129,Tablet,Social
2024-01-19,5,21,3,0.499,129,Tablet,Email
2024-01-20,178,791,137,0.543,284,Desktop,Organic
2024-01-20,127,565,98,0.543,284,Desktop,Paid
2024-01-20,102,452,78,0.543,284,Desktop,Direct
2024-01-20,76,339,58,0.543,284,Desktop,Social
2024-01-20,25,113,19,0.543,284,Desktop,Email
2024-01-20,303,994,241,0.722,136,Mobile,Organic
2024-01-20,216,710,172,0.722,136,Mobile,Paid
2024-01-20,173,568,138,0.722,136,Mobile,Direct
2024-01-20,129,426,103,0.722,136,Mobile,Social
2024-01-20,43,142,34,0.722,136,Mobile,Email
2024-01-20,47,121,42,0.575,221,Tablet,Organic
2024-01-20,34,87,30,0.575,221,Tablet,Paid
2024-01-20,27,69,24,0.575,221,Tablet,Direct
2024-01-20,20,52,18,0.575,221,Tablet,Social
2024-01-20,6,17,6,0.575,221,Tablet,Email
2024-01-21,165,663,125,0.42,212,Desktop,Organic
2024-01-21,118,473,89,0.42,212,Desktop,Paid
2024-01-21,94,379,71,0.42,212,Desktop,Direct
2024-01-21,70,284,53,0.42,212,Desktop,Social
2024-01-21,23,94,17,0.42,212,Desktop,Email
2024-01-21,233,762,203,0.691,140,Mobile,Organic
2024-01-21,166,544,145,0.691,140,Mobile,Paid
2024-01-21,133,435,116,0.691,140,Mobile,Direct
2024-01-21,99,326,87,0.691,140,Mobile,Social
2024-01-21,33,108,29,0.691,140,Mobile,Email
2024-01-21,44,183,32,0.475,147,Tablet,Organic
2024-01-21,32,130,23,0.475,147,Tablet,Paid
2024-01-21,25,104,18,0.475,147,Tablet,Direct
2024-01-21,19,78,13,0.475,147,Tablet,Social
2024-01-21,6,26,4,0.475,147,Tablet,Email
2024-01-22,95,376,85,0.583,226,Desktop,Organic
2024-01-22,68,268,60,0.583,226,Desktop,Paid
2024-01-22,54,215,48,0.583,226,Desktop,Direct
2024-01-22,40,161,36,0.583,226,Desktop,Social
2024-01-22,13,53,12,0.583,226,Desktop,Email
2024-01-22,143,413,103,0.594,167,Mobile,Organic
2024-01-22,102,295,73,0.594,167,Mobile,Paid
2024-01-22,82,236,59,0.594,167,Mobile,Direct
2024-01-22,61,177,44,0.594,167,Mobile,Social
2024-01-22,20,59,14,0.594,167,Mobile,Email
2024-01-22,27,115,23,0.548,158,Tablet,Organic
2024-01-22,19,82,16,0.548,158,Tablet,Paid
2024-01-22,15,66,13,0.548,158,Tablet,Direct
2024-01-22,11,49,10,0.548,158,Tablet,Social
2024-01-22,3,16,3,0.548,158,Tablet,Email
2024-01-23,103,324,82,0.515,217,Desktop,Organic
2024-01-23,73,232,59,0.515,217,Desktop,Paid
2024-01-23,59,185,47,0.515,217,Desktop,Direct
2024-01-23,44,139,35,0.515,217,Desktop,Social
2024-01-23,14,46,11,0.515,217,Desktop,Email
2024-01-23,196,695,151,0.677,173,Mobile,Organic
2024-01-23,140,496,108,0.677,173,Mobile,Paid
2024-01-23,112,397,86,0.677,173,Mobile,Direct
2024-01-23,84,298,65,0.677,173,Mobile,Social
2024-01-23,28,99,21,0.677,173,Mobile,Email
2024-01-23,35,134,27,0.556,187,Tablet,Organic
2024-01-23,25,96,19,0.556,187,Tablet,Paid
2024-01-23,20,77,15,0.556,187,Tablet,Direct
2024-01-23,15,57,11,0.556,187,Tablet,Social
2024-01-23,5,19,3,0.556,187,Tablet,Email
2024-01-24,108,365,84,0.476,203,Desktop,Organic
2024-01-24,77,260,60,0.476,203,Desktop,Paid
2024-01-24,62,208,48,0.476,203,Desktop,Direct
2024-01-24,46,156,36,0.476,203,Desktop,Social
2024-01-24,15,52,12,0.476,203,Desktop,Email
2024-01-24,177,770,138,0.578,131,Mobile,Organic
2024-01-24,127,550,99,0.578,131,Mobile,Paid
2024-01-24,101,440,79,0.578,131,Mobile,Direct
2024-01-24,76,330,59,0.578,131,Mobile,Social
2024-01-24,25,110,19,0.578,131,Mobile,Email
2024-01-24,34,95,26,0.497,216,Tablet,Organic
2024-01-24,24,68,19,0.497,216,Tablet,Paid
2024-01-24,19,54,15,0.497,216,Tablet,Direct
2024-01-24,14,40,11,0.497,216,Tablet,Social
2024-01-24,4,13,3,0.497,216,Tablet,Email
2024-01-25,98,349,80,0.521,270,Desktop,Organic
2024-01-25,70,249,57,0.521,270,Desktop,Paid
2024-01-25,56,199,46,0.521,270,Desktop,Direct
2024-01-25,42,149,34,0.521,270,Desktop,Social
2024-01-25,14,49,11,0.521,270,Desktop,Email
2024-01-25,157,499,141,0.717,163,Mobile,Organic
2024-01-25,112,356,100,0.717,163,Mobile,Paid
2024-01-25,89,285,80,0.717,163,Mobile,Direct
2024-01-25,67,214,60,0.717,163,Mobile,Social
2024-01-25,22,71,20,0.717,163,Mobile,Email
2024-01-25,31,79,27,0.607,218,Tablet,Organic
2024-01-25,22,57,19,0.607,218,Tablet,Paid
2024-01-25,17,45,15,0.607,218,Tablet,Direct
2024-01-25,13,34,11,0.607,218,Tablet,Social
2024-01-25,4,11,3,0.607,218,Tablet,Email
2024-01-26,173,734,138,0.536,183,Desktop,Organic
2024-01-26,124,524,99,0.536,183,Desktop,Paid
2024-01-26,99,419,79,0.536,183,Desktop,Direct
2024-01-26,74,314,59,0.536,183,Desktop,Social
2024-01-26,24,104,19,0.536,183,Desktop,Email
2024-01-26,280,865,244,0.554,157,Mobile,Organic
2024-01-26,200,618,174,0.554,157,Mobile,Paid
2024-01-26,160,494,139,0.554,157,Mobile,Direct
2024-01-26,120,370,104,0.554,157,Mobile,Social
2024-01-26,40,123,34,0.554,157,Mobile,Email
2024-01-26,56,206,42,0.495,163,Tablet,Organic
2024-01-26,40,147,30,0.495,163,Tablet,Paid
2024-01-26,32,118,24,0.495,163,Tablet,Direct
2024-01-26,24,88,18,0.495,163,Tablet,Social
2024-01-26,8,29,6,0.495,163,Tablet,Email
2024-01-27,129,491,108,0.524,183,Desktop,Organic
2024-01-27,92,351,77,0.524,183,Desktop,Paid
2024-01-27,74,280,62,0.524,183,Desktop,Direct
2024-01-27,55,210,46,0.524,183,Desktop,Social
2024-01-27,18,70,15,0.524,183,Desktop,Email
2024-01-27,178,786,151,0.575,137,Mobile,Organic
2024-01-27,127,562,108,0.575,137,Mobile,Paid
2024-01-27,102,449,86,0.575,137,Mobile,Direct
2024-01-27,76,337,64,0.575,137,Mobile,Social
2024-01-27,25,112,21,0.575,137,Mobile,Email
2024-01-27,36,146,32,0.621,196,Tablet,Organic
2024-01-27,26,104,23,0.621,196,Tablet,Paid
2024-01-27,21,83,18,0.621,196,Tablet,Direct
2024-01-27,15,62,13,0.621,196,Tablet,Social
2024-01-27,5,20,4,0.621,196,Tablet,Email
2024-01-28,163,650,129,0.529,196,Desktop,Organic
2024-01-28,116,464,92,0.529,196,Desktop,Paid
2024-01-28,93,371,74,0.529,196,Desktop,Direct
2024-01-28,69,278,55,0.529,196,Desktop,Social
2024-01-28,23,92,18,0.529,196,Desktop,Email
2024-01-28,233,1017,167,0.724,116,Mobile,Organic
2024-01-28,167,727,119,0.724,116,Mobile,Paid
2024-01-28,133,581,95,0.724,116,Mobile,Direct
2024-01-28,100,436,71,0.724,116,Mobile,Social
2024-01-28,33,145,23,0.724,116,Mobile,Email
2024-01-28,46,164,35,0.544,186,Tablet,Organic
2024-01-28,33,117,25,0.544,186,Tablet,Paid
2024-01-28,26,94,20,0.544,186,Tablet,Direct
2024-01-28,20,70,15,0.544,186,Tablet,Social
2024-01-28,6,23,5,0.544,186,Tablet,Email
2024-01-29,130,441,109,0.557,270,Desktop,Organic
2024-01-29,93,315,78,0.557,270,Desktop,Paid
2024-01-29,74,252,62,0.557,270,Desktop,Direct
2024-01-29,55,189,46,0.557,270,Desktop,Social
2024-01-29,18,63,15,0.557,270,Desktop,Email
2024-01-29,204,588,181,0.736,102,Mobile,Organic
2024-01-29,146,420,129,0.736,102,Mobile,Paid
2024-01-29,117,336,103,0.736,102,Mobile,Direct
2024-01-29,87,252,77,0.736,102,Mobile,Social
2024-01-29,29,84,25,0.736,102,Mobile,Email
2024-01-29,34,127,30,0.476,151,Tablet,Organic
2024-01-29,24,91,21,0.476,151,Tablet,Paid
2024-01-29,19,72,17,0.476,151,Tablet,Direct
2024-01-29,14,54,13,0.476,151,Tablet,Social
2024-01-29,4,18,4,0.476,151,Tablet,Email
2024-01-30,124,504,98,0.45,233,Desktop,Organic
2024-01-30,89,360,70,0.45,233,Desktop,Paid
2024-01-30,71,288,56,0.45,233,Desktop,Direct
2024-01-30,53,216,42,0.45,233,Desktop,Social
2024-01-30,17,72,14,0.45,233,Desktop,Email
2024-01-30,190,539,137,0.711,137,Mobile,Organic
2024-01-30,136,385,98,0.711,137,Mobile,Paid
2024-01-30,109,308,78,0.711,137,Mobile,Direct
2024-01-30,81,231,58,0.711,137,Mobile,Social
2024-01-30,27,77,19,0.711,137,Mobile,Email
2024-01-30,34,92,30,0.506,157,Tablet,Organic
2024-01-30,24,66,21,0.506,157,Tablet,Paid
2024-01-30,19,53,17,0.506,157,Tablet,Direct
2024-01-30,14,39,13,0.506,157,Tablet,Social
2024-01-30,4,13,4,0.506,157,Tablet,Email
2024-01-31,118,421,96,0.479,271,Desktop,Organic
2024-01-31,84,301,68,0.479,271,Desktop,Paid
2024-01-31,67,240,55,0.479,271,Desktop,Direct
2024-01-31,50,180,41,0.479,271,Desktop,Social
2024-01-31,16,60,13,0.479,271,Desktop,Email
2024-01-31,190,791,165,0.585,160,Mobile,Organic
2024-01-31,135,565,118,0.585,160,Mobile,Paid
2024-01-31,108,452,94,0.585,160,Mobile,Direct
2024-01-31,81,339,71,0.585,160,Mobile,Social
2024-01-31,27,113,23,0.585,160,Mobile,Email
2024-01-31,36,148,27,0.516,202,Tablet,Organic
2024-01-31,26,106,19,0.516,202,Tablet,Paid
2024-01-31,20,85,15,0.516,202,Tablet,Direct
2024-01-31,15,63,11,0.516,202,Tablet,Social
2024-01-31,5,21,3,0.516,202,Tablet,Email
2024-02-01,147,478,117,0.519,233,Desktop,Organic
2024-02-01,105,341,84,0.519,233,Desktop,Paid
2024-02-01,84,273,67,0.519,233,Desktop,Direct
2024-02-01,63,204,50,0.519,233,Desktop,Social
2024-02-01,21,68,16,0.519,233,Desktop,Email
2024-02-01,228,972,185,0.74,164,Mobile,Organic
2024-02-01,163,694,132,0.74,164,Mobile,Paid
2024-02-01,130,555,106,0.74,164,Mobile,Direct
2024-02-01,97,416,79,0.74,164,Mobile,Social
2024-02-01,32,138,26,0.74,164,Mobile,Email
2024-02-01,43,122,32,0.476,196,Tablet,Organic
2024-02-01,30,87,23,0.476,196,Tablet,Paid
2024-02-01,24,70,18,0.476,196,Tablet,Direct
2024-02-01,18,52,14,0.476,196,Tablet,Social
2024-02-01,6,17,4,0.476,196,Tablet,Email
2024-02-02,174,578,151,0.543,264,Desktop,Organic
2024-02-02,124,413,108,0.543,264,Desktop,Paid
2024-02-02,99,330,86,0.543,264,Desktop,Direct
2024-02-02,74,247,65,0.543,264,Desktop,Social
2024-02-02,24,82,21,0.543,264,Desktop,Email
2024-02-02,283,1248,221,0.747,148,Mobile,Organic
2024-02-02,202,892,158,0.747,148,Mobile,Paid
2024-02-02,162,713,126,0.747,148,Mobile,Direct
2024-02-02,121,535,95,0.747,148,Mobile,Social
2024-02-02,40,178,31,0.747,148,Mobile,Email
2024-02-02,52,212,41,0.602,182,Tablet,Organic
2024-02-02,37,152,29,0.602,182,Tablet,Paid
2024-02-02,29,121,23,0.602,182,Tablet,Direct
2024-02-02,22,91,17,0.602,182,Tablet,Social
2024-02-02,7,30,5,0.602,182,Tablet,Email
2024-02-03,190,505,141,0.515,254,Desktop,Organic
2024-02-03,136,361,101,0.515,254,Desktop,Paid
2024-02-03,108,289,81,0.515,254,Desktop,Direct
2024-02-03,81,216,60,0.515,254,Desktop,Social
2024-02-03,27,72,20,0.515,254,Desktop,Email
2024-02-03,273,1031,244,0.667,153,Mobile,Organic
2024-02-03,195,736,174,0.667,153,Mobile,Paid
2024-02-03,156,589,139,0.667,153,Mobile,Direct
